date,gdp,imports,electricity,industrial_va,retail_sales,fixed_asset_investment,cpi
2015Q2,16.87826046107428,6.150750721165245,6.130806111281532,4.57335508491749,4.606225681146256,16.328866314755093,4.491559807676006
2015Q3,16.91331681740646,6.177531634921495,6.240178374533722,4.616341098358044,4.603347038127047,16.383147606451466,4.498565637583049
2015Q4,17.014229557659746,6.18659495010229,6.19552041549237,4.670947902105376,4.6008669304803185,17.076019420373424,4.498565637583049
2016Q1,16.816812838234746,5.908173101314577,6.130704614199486,4.724311421863004,4.598755545764724,16.045707737769426,4.515705183137119
2016Q2,16.924939369693316,6.0574507406806894,6.174591335171757,4.784347532339531,4.597022880231969,16.3202293488698,4.512431822892914
2016Q3,16.969536040133207,6.1142687115684025,6.305313754263981,4.8387272505708125,4.595839836452447,16.378660612395876,4.514724299635731
2016Q4,17.050318277313348,6.186288696650875,6.245137303457015,4.878476574544817,4.5953846106484395,17.06802203979836,4.51994455905186
2017Q1,16.870044444693747,6.110119387143401,6.178179217808503,4.896446149398303,4.595679145319862,16.038496980669326,4.529981840697835
2017Q2,16.97716321751888,6.174224013761641,6.2268462392840425,4.945762127267469,4.596136215377223,16.301429275251255,4.527401166525369
2017Q3,17.020008272790722,6.234379288587087,6.333309231017092,4.973939986833875,4.596005042685918,16.348541470179242,4.530625969975904
2017Q4,17.097979439217408,6.291907024198994,6.306025864117234,4.998633837532625,4.595166507970092,17.078296717260283,4.538003752689843
2018Q1,16.916192202144725,6.262480796289606,6.234449940635731,5.000573946671443,4.593788739362606,16.016102455977993,4.551021837353006
2018Q2,17.02703432988821,6.342525113597543,6.266169023660078,5.010550401429007,4.591702528870004,16.27603274730703,4.544375226748395
2018Q3,17.062064095981302,6.401004623089118,6.3964239718242935,5.020170298202244,4.588670727384841,16.356697759447858,4.553227628243116
2018Q4,17.13985201285426,6.3170996486942625,6.353662544203837,5.021211412319743,4.584909242272822,17.02911509599907,4.559503104913775
2019Q1,16.960096526169064,6.207525714037123,6.280682938816745,,4.5811088300108915,15.991908226882432,4.569152984108847
2019Q2,17.059587093624078,6.280812608673932,6.32023457870829,,4.578153753973065,16.2411809104999,4.57070074895811
2019Q3,17.091786568734587,6.309796705211193,6.441669299050506,,4.577875817965006,16.333965188897505,4.58146840486206
2019Q4,17.155796009595093,6.3075248935726576,6.403226455360168,,4.5834207729541765,16.977450485800684,4.60086298998955
2020Q1,16.841663508031615,6.127300422570755,6.335385166006953,,4.5058027398996225,15.907467289946059,4.617530152589897
2020Q2,17.06375063918842,6.155066836404771,6.378460138932485,,4.613676159253014,16.196082756006057,4.597556172818105
2020Q3,17.120387280414075,6.326999829429654,6.478412351249639,,4.628144513476334,16.22803144970375,4.60086305694398
2020Q4,17.21763877565157,6.361762217780484,6.45225398073651,,4.6361084431434865,16.950508789248037,4.602062729509072
2021Q1,17.029353303040022,6.386234897708758,6.37131550703114,,4.637870188209114,15.933673497893729,4.616439778246322
2021Q2,17.119310840768676,6.508061544115102,6.408539773975573,,4.634978695851412,16.19991579069234,4.61015772749913
2021Q3,17.159971671457644,6.543036802925778,6.525088307149951,,4.6289755627803535,16.277110328739298,4.610820857496906
2021Q4,17.245899885867598,6.556574880076514,6.489488579036764,,4.622263119265244,16.959372455089802,4.619730337319421
2022Q1,17.06523657154757,6.473445585659478,6.4034582971788465,,4.616878977539909,15.904743934347133,4.627909672957581
2022Q2,17.104964607427206,6.500351071795944,6.443728419875708,,4.613298234297463,16.15870518567413,4.632461046223995
2022Q3,17.172589699380175,6.526710744448973,6.563578102063861,,4.6101948613064945,16.22878168637013,4.636991798311048
2022Q4,17.257693224039972,6.470804547213407,6.524428304045978,,4.606168746851947,16.92755614249697,4.637960008811082
2023Q1,17.099319579857053,6.3895233129071505,6.4561938749809995,,4.602189343198719,15.876330029641352,4.640215527730892
2023Q2,17.16725863085479,6.429453935709189,6.488358575293415,,4.599436554193151,16.140820598601376,4.633433651260951
2023Q3,17.222470303655598,6.428807550555999,6.602302912644868,,4.598363620710409,16.207388704042714,4.636345803456541
2023Q4,17.31302643703299,6.477891880257902,6.576116674847814,,4.598683733920612,16.919631500407156,4.634728988229636
2024Q1,17.150810263876423,6.40139680365205,6.484660680604147,,4.599467742786204,15.846325460416688,4.639893622046477
2024Q2,17.210445240151106,6.444342028951782,6.532669025130447,,4.600124117109383,16.12429617453389,4.635699391022914
2024Q3,17.26221358536431,6.449444157002514,6.635215755033597,,4.600859018139606,16.146904695099753,4.641180623511125
2024Q4,17.363258940043178,6.4592187976219835,6.598935822175504,,4.601950366358179,16.882221191857365,4.636668853047462
2025Q1,17.20494006506867,6.330790713749326,6.524169072592414,,4.60305219856933,15.822712823775788,4.638604962074329
2025Q2,17.261595809777592,6.435549666197333,6.56831196641597,,4.603203072791675,16.08399757077783,4.635569735026603
2025Q3,17.311493809816486,6.489817128147428,6.693806822907412,,4.602398074332339,16.19502473939089,4.639119014323992
2025Q4,17.401010656141345,6.481189294985873,6.64052486063583,,4.601540328574306,16.833903360852613,4.642528589195104
2026Q1,,,6.692902265985661,,4.601414720498327,14.58427008955186,4.647340870616834
