date,value,source,units,fetched_at
2019-02,96.91061,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-03,96.55202,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-04,96.64167,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-05,96.64167,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-06,96.55202,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-07,96.91061,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-08,97.62781,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-09,98.43465,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-10,99.33114,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-11,99.68974,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2019-12,99.68974,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-01,101.1241,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-02,101.931,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-03,100.6759,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-04,99.77939,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-05,98.97254,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-06,98.97254,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-07,98.61395,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-08,99.95869,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-09,100.138,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-10,99.86903,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-11,99.24149,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2020-12,99.95869,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-01,100.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-02,101.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-03,101.0,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-04,100.7,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-05,100.6,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-06,100.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-07,100.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-08,100.6,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-09,100.6,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-10,101.3,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-11,101.7,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2021-12,101.4,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-01,101.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-02,102.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-03,102.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-04,102.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-05,102.7,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-06,102.7,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-07,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-08,103.1,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-09,103.4,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-10,103.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-11,103.3,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2022-12,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-01,104.0,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-02,103.5,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-03,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-04,103.0,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-05,102.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-06,102.7,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-07,102.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-08,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-09,103.4,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-10,103.3,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-11,102.8,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2023-12,102.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-01,103.1,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-02,104.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-03,103.3,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-04,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-05,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-06,102.9,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-07,103.4,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-08,103.8,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-09,103.8,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-10,103.6,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-11,103.0,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2024-12,103.0,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-01,103.6,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-02,103.4,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-03,103.2,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-04,103.123,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-05,103.1236,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-06,103.0133,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-07,103.4184,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-08,103.4221,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-09,103.519,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-10,103.8396,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-11,103.7373,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2025-12,103.8426,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2026-01,103.8373,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
2026-02,104.7772,oecd,"Monthly CPI index, all items",2026-04-08T19:20:26+00:00
