date,value,source,units,fetched_at
2018-05,187.95,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-06,175.113,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-07,187.516,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-08,189.44,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-09,195.0,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-10,182.375,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-11,182.67,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2018-12,164.19,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-01,179.67,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-02,132.371,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-03,166.867,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-04,180.532,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-05,172.773,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-06,162.817,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-07,177.758,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-08,180.157,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-09,179.137,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-10,170.671,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-11,184.266,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2019-12,191.39,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-01,156.921,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-02,142.372,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-03,164.603,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-04,154.547,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-05,144.811,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-06,168.167,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-07,176.53,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-08,177.272,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-09,203.269,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-10,178.908,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-11,192.663,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2020-12,205.898,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-01,201.975,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-02,169.378,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-03,228.992,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-04,222.619,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-05,220.394,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-06,230.865,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-07,226.439,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-08,234.726,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-09,237.162,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-10,214.714,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-11,253.012,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2021-12,246.454,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-01,243.972,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-02,188.62,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-03,230.017,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-04,222.674,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-05,227.787,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-06,233.3229,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-07,231.697,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-08,235.5272,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-09,238.0117,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-10,213.2179,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-11,226.2526,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2022-12,228.0662,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-01,192.2113,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-02,197.2048,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-03,227.3986,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-04,205.2098,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-05,217.692,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-06,214.7022,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-07,201.1594,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-08,216.5927,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-09,221.2982,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-10,218.2986,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-11,223.5393,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2023-12,228.278,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-01,222.2768,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-02,180.5738,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-03,221.1306,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-04,220.1018,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-05,219.7259,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-06,208.808,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-07,215.9096,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-08,217.6257,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-09,222.0016,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-10,213.3396,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-11,214.8673,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2024-12,230.7891,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-01,185.9719,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-02,183.4537,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-03,211.2693,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-04,219.5122,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-05,212.8806,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-06,210.4815,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-07,223.5393,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-08,219.4814,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-09,238.118,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-10,215.279,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-11,218.6746,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
2025-12,243.64,oecd,"Monthly imports, USD current prices",2026-04-08T19:20:26+00:00
